Area Name,Postal Code,Latitude,Longitude
Shetphal Haveli        ,413103,18.027897,74.981388
Shiavane          ,410506,18.46669,73.780351
Shikrapur          ,412208,18.693968,74.13803
Shind          ,412206,18.165501,73.787498
Shindavane          ,412202,18.426011,74.117986
Shindewadi          ,412205,18.513491,73.671304
Shinoli          ,410516,19.074873,73.778674
Shirapur          ,413801,18.455265,74.721185
Shirasane          ,413110,18.645159,73.92576
Shirasgaonkata          ,412210,18.629198,74.469415
Shiravali          ,413102,18.559797,73.481904
Shirgaon          ,412206,18.566625,73.632428
Shirgaon          ,412402,18.566625,73.632428
Shirkoli          ,412107,18.354594,73.61793
Shiroli          ,410505,18.826885,73.87572
Shiroli B K      ,410511,19.192749,73.92536
Shirsatwadi          ,413114,18.050643,74.820971
Shirsuphal          ,413102,18.306812,74.573578
Shirur          ,412210,18.825649,74.375023
Shivaji Housing Society      ,411016,18.530188,73.829915
Shivajinagar          ,411005,18.527442,73.849065
Shivali          ,410406,18.674478,73.5307
Shivane          ,411023,18.463754,73.784363
Shivare          ,412205,18.320655,73.86837
Shivari          ,412301,18.298449,74.091529
Shive          ,410501,18.842969,73.683323
Shivnagar          ,413116,18.072144,74.581477
Shriprayagdham          ,412202,18.515769,74.101013
Shukrawar Peth        ,411002,18.512501,73.856733
Sinhgad Technical Education Society    ,411041,20.470768,74.977343
Solu          ,412105,18.666009,73.943653
Someshwarnagar          ,412306,18.106766,74.283953
Sonari          ,412301,18.645159,73.92576
Songaon          ,413102,18.070609,74.644877
Sopannagar          ,412301,18.358393,74.022668
S.P. College        ,411030,18.508335,73.849416
Srpf          ,411022,18.498303,73.908058
S R P F Daund  ,413801,18.444637,74.573205
S.S.C.Exam Board        ,411005,18.645159,73.92576
Supa          ,412204,18.335009,74.377617
Surwad          ,413103,18.014168,74.992472
Sus          ,411021,18.544885,73.779118
Swargate          ,411042,18.50066,73.858481
Swargate Chowk        ,411042,18.501083,73.858642
Takali Bhima        ,412208,18.645833,74.219167
Takave KH        ,410405,18.645159,73.92576
Takawe BK        ,412106,18.804167,73.608843
Taklihaji          ,412218,18.889677,74.260485
Talegaon Dabhade        ,410506,18.676692,73.905119
Talegaon Dhamdhere        ,412208,18.6677,74.152767
Talegaon G H      ,410507,18.733383,73.675433
Taleghar          ,410509,19.085303,73.636087
Taleran          ,412409,19.31058,73.781248
Talwade          ,411062,18.675565,73.782678
Tambad          ,412213,18.959804,73.934413
Tambe          ,410502,19.174096,73.770746
Tandali          ,412211,18.548916,74.571226
Tandulwadi          ,413102,18.184924,74.585012
Taparewadi          ,412205,18.148935,74.031481
Tav          ,412107,18.368751,73.513893
Tavshi          ,413104,18.645159,73.92576
Tekawade          ,412104,18.446591,74.563066
Telewadi          ,412207,18.608024,74.261949
Thathawade          ,411033,18.627597,73.74549
Thergaon          ,411033,18.609275,73.772937
Theur          ,412110,18.52432,74.04648
Thugaon          ,410512,18.962929,73.897769
Tirpad          ,410509,19.17405,73.647734
Titeghar          ,412206,18.033484,73.769482
Tiwai Hills        ,410513,18.926768,73.847787
Tokawade          ,412402,19.040096,73.607996
Tondal          ,412312,18.156682,74.054981
T.V. Nagar        ,411037,18.49492,73.865016
Udapur          ,412409,19.279321,73.950677
Udhat          ,413104,18.061415,74.687591
Umbraj          ,412412,19.204243,74.011295
Umbre Navlakh        ,410507,18.80008,73.694692
Undawadi K P      ,413102,18.525472,74.267292
Undawadi Supa        ,413102,18.645159,73.92576
Uralgaon          ,412211,18.664467,74.314755
Uravade          ,412115,18.478607,73.663061
Urse          ,410506,18.709344,73.638904
Uruli Devachi        ,412308,18.456311,73.956383
Urulikanchan          ,412202,18.486922,74.138608
Utchil          ,410502,19.222747,73.719467
Utroli          ,412206,18.133765,73.861754
Uttamnagar          ,411023,18.474928,73.772603
Vada          ,412402,18.81093,73.512841
Vadaj          ,410502,19.152288,73.86984
Vadapuri          ,413106,18.054134,75.012941
Vadebholhai          ,412207,18.587973,74.078479
Vadeshwar          ,412106,18.85416,73.549822
Vadgaon          ,412106,18.741153,73.6351
Vadgaon Anand        ,412411,19.188063,74.081048
Vadgaon Budruk        ,411041,18.471618,73.827214
Vadgaon Dalache        ,412206,18.146498,73.881057
Vadgaon Ghenanad        ,410501,18.719286,73.940637
Vadgaon Kandali        ,412412,19.134113,74.062296
Vadgaon Kashimbeg        ,410503,19.025265,73.930282
Vadgaon Nimbalkar        ,412103,18.128522,74.363879
Vadgaon Peer        ,410510,18.877614,74.091315
Vadgaon Rasai        ,412211,18.562778,74.433611
Vadgaon Sahani        ,412401,19.160941,73.916521
Vadgaon Sheri        ,411014,18.557648,73.926188
Vadhu BK        ,412216,18.679019,74.047638
Vadki          ,412308,18.430819,73.977126
Vagholi          ,412207,18.58184,73.981724
Valati          ,410504,19.025468,74.06673
Valha          ,412305,18.187875,74.152283
Vanpuri          ,412301,18.373683,74.06673
Vaphgaon          ,410505,18.87997,73.990047
Varale          ,410507,18.746342,73.68728
Vardade          ,411025,18.385903,73.698968
Varkute KH        ,413120,18.064259,74.928776
Varodi KH        ,412206,18.044677,73.803675
Varoti BK        ,412212,18.254784,73.574136
Varude          ,410505,18.820868,74.089271
Varude          ,412209,18.820868,74.089271
Varvand          ,412215,18.448227,74.40935
Varye BK        ,412205,18.299375,73.865243
Vasuli          ,410501,18.785849,73.7638
Veer          ,412312,18.155557,74.088348
Vehergaon          ,410405,18.784091,73.46553
Velhe          ,412212,18.296269,73.637432
Velu          ,412205,18.363401,73.859182
Velvand          ,412206,18.208283,73.747903
Venavadi          ,412206,18.143962,73.821321
Vetale          ,412404,18.949051,73.79044
Vidyanagar          ,411032,18.57671,73.890684
Viman nagar        ,411014,18.567929,73.914318
Vishnupuri          ,410507,18.728603,73.66383
Vishrantwadi          ,411015,18.572605,73.878208
Vithalwadi          ,412208,18.624238,74.172503
Vyahali          ,413120,18.126686,74.879468
Waghapur          ,412104,18.396765,74.126198
Wakad          ,411057,18.600723,73.766567
Waki          ,412306,18.164682,74.322087
Waki BK        ,410501,18.792855,73.88274
Walchandnagar          ,413114,18.034107,74.789295
Walki          ,412207,18.574251,74.304615
Walunj          ,412303,18.316885,74.097118
Wangani          ,412213,18.302167,73.772061
Wanowarie          ,411040,18.500584,73.885954
Warje          ,411058,18.484009,73.7941
Washere          ,412404,18.938289,73.743357
Watluj          ,413105,18.393445,74.77254
Winzer          ,412213,18.645159,73.92576
Yamunanagar          ,411044,18.66685,73.788341
Yavat          ,412214,18.476716,74.27315
Yavat R S      ,412214,18.477389,74.269284
Yedgaon          ,410504,19.158589,73.98888
Yenere          ,410502,19.171146,73.822792
Yeniye BK        ,410505,18.978268,73.678283
Yerwada          ,411006,18.560946,73.88307
Yerwada T.S.        ,411006,18.544835,73.877854
